PubMed_ID	Year	Title
32459650	2020	Extraction of Information Related to Drug Safety Surveillance From Electronic
33029614	2020	Use of word and graph embedding to measure semantic relatedness between Unified
33226347	2020	Visualization Environment for Federated Knowledge Graphs: Development of an
32637040	2020	Constructing knowledge graphs and their biomedical applications.
32436854	2020	A Method to Learn Embedding of a Probabilistic Medical Knowledge Graph: Algorithm
33317512	2020	KGen: a knowledge graph generator from biomedical scientific literature.
32180547	2020	Wikidata as a knowledge graph for the life sciences.
32117570	2020	Constructing a knowledge-based heterogeneous information graph for medical health
31900127	2020	Evolving knowledge graph similarity for supervised learning in complex biomedical
31787089	2019	Multimodal deep representation learning for protein interaction identification
30961578	2019	An ontological framework for the formalization, organization and usage of
31801534	2019	Improving rare disease classification using imperfect knowledge graph.
31769676	2019	ROBOKOP KG and KGB: Integrated Knowledge Graphs from Federated Sources.
30935389	2019	QAnalysis: a question-answer driven analytic tool on knowledge graphs for
31238875	2019	edge2vec: Representation learning using edge semantics for biomedical knowledge
31801540	2019	An attention-based deep learning model for clinical named entity recognition of
31787075	2019	A hybrid deep learning framework for bacterial named entity recognition with
32063919	2019	Heterogeneous Multi-Layered Network Model for Omics Data Integration and
30768158	2019	BioKEEN: a library for learning and evaluating biological knowledge graph
30834481	2019	KGDDS: A System for Drug-Drug Similarity Measure in Therapeutic Substitution
31000794	2019	Drug prioritization using the semantic properties of a knowledge graph.
30923274	2019	Design Considerations for a Knowledge Graph: The WATRIMed Use Case.
31410449	2019	ROBOKOP: an abstraction layer and user interface for knowledge graphs to support
30961599	2019	Relation path feature embedding based convolutional neural network method for
32308857	2019	Bootstrapping Adversarial Learning of Biomedical Ontology Alignments.
29763706	2018	Exploiting semantic patterns over biomedical knowledge graphs for predicting
30399432	2018	CBN: Constructing a clinical Bayesian network based on data from the electronic
34690624	2018	Personalized Health Knowledge Graph.
30441083	2018	Cognitive DDx Assistant in Rare Diseases.
29347997	2018	OpenBiodiv-O: ontology of the OpenBiodiv knowledge management system.
29028901	2018	A collaborative filtering-based approach to biomedical knowledge discovery.
29843590	2018	SemaTyP: a knowledge graph based literature mining method for drug discovery.
30815154	2018	Mining Disease-Symptom Relation from Massive Biomedical Literature and Its
30755790	2018	KnetMaps: a BioJS component to visualize biological knowledge networks.
30189889	2018	Using predicate and provenance information from a knowledge graph for drug
30172761	2018	Semantic relation extraction aware of N-gram features from unstructured
29238346	2017	Generating a Tolerogenic Cell Therapy Knowledge Graph from Literature.
28729710	2017	Learning a Health Knowledge Graph from Electronic Medical Records.
28579531	2017	Automated extraction of potential migraine biomarkers using a semantic graph.
28609292	2017	Knowledge Discovery in Biological Databases for Revealing Candidate Genes Linked
28508802	2017	Knowledge Engineering as a Component of the Curriculum for Medical Cybernetists.
28299322	2017	Semantic Health Knowledge Graph: Semantic Integration of Heterogeneous Medical
28449114	2017	Neuro-symbolic representation learning on biological knowledge graphs.
28360346	2017	Individualized Knowledge Graph: A Viable Informatics Path to Precision Medicine.
27899636	2017	The Monarch Initiative: an integrative data and analytic platform connecting
28758046	2016	Medical Question Answering for Clinical Decision Support.
28649676	2016	Embedding Open-domain Common-sense Knowledge from Text.
26924143	2015	Knowledge mapping analysis of Ebola research.
28748229	2015	Predicting Treatment Relations with Semantic Patterns over Biomedical Knowledge
26150906	2015	Discovering relations between indirectly connected biomedical concepts.
25971816	2015	KnowLife: a versatile approach for constructing a large knowledge graph for
